School,Year,Month,Amount
"Frederick, Lilla G. Middle School",2012,4,26068.02
"Frederick, Lilla G. Middle School",2013,5,31042.38
"Frederick, Lilla G. Middle School",2014,8,24139.29
"Frederick, Lilla G. Middle School",2013,1,23578.7
"Frederick, Lilla G. Middle School",2016,6,17686.52
"Frederick, Lilla G. Middle School",2012,12,24814.37
"Frederick, Lilla G. Middle School",2015,5,30637.75
"Frederick, Lilla G. Middle School",2015,4,4953.8
"Frederick, Lilla G. Middle School",2015,3,5477.78
"Frederick, Lilla G. Middle School",2012,6,69360.48
"Frederick, Lilla G. Middle School",2013,8,11218.1
"Frederick, Lilla G. Middle School",2014,7,39190.4
"Frederick, Lilla G. Middle School",2016,5,39068.13
"Frederick, Lilla G. Middle School",2016,12,61153.88
"Frederick, Lilla G. Middle School",2012,10,5890.14
"Frederick, Lilla G. Middle School",2014,6,3813.21
"Frederick, Lilla G. Middle School",2017,8,5225.66
"Frederick, Lilla G. Middle School",2015,10,50588.06
"Frederick, Lilla G. Middle School",2016,9,17090
"Frederick, Lilla G. Middle School",2013,11,39900.64
"Frederick, Lilla G. Middle School",2013,12,3819.8
"Frederick, Lilla G. Middle School",2014,12,6307.43
"Frederick, Lilla G. Middle School",2014,3,3263.05
"Frederick, Lilla G. Middle School",2015,1,30435.9
"Frederick, Lilla G. Middle School",2015,8,2205
"Frederick, Lilla G. Middle School",2012,7,10974.3
"Frederick, Lilla G. Middle School",2013,6,81771.72
"Frederick, Lilla G. Middle School",2014,9,6575.36
"Frederick, Lilla G. Middle School",2013,10,3262.98
"Frederick, Lilla G. Middle School",2014,1,18429.33
"Dever, Paul A. Elementary School",2012,9,109405.92
"Dever, Paul A. Elementary School",2014,4,33383.34
"Dever, Paul A. Elementary School",2013,7,10951.62
"Dever, Paul A. Elementary School",2016,11,61202.58
"Dever, Paul A. Elementary School",2013,3,65002.5
"Dever, Paul A. Elementary School",2014,2,19685.42
"Dever, Paul A. Elementary School",2014,10,24785
"Dever, Paul A. Elementary School",2016,8,147231.76
"Dever, Paul A. Elementary School",2016,1,20781.82
"Dever, Paul A. Elementary School",2014,11,8370.25
"Dever, Paul A. Elementary School",2012,3,6888.37
"Dever, Paul A. Elementary School",2016,7,29434.5
"Dever, Paul A. Elementary School",2013,4,29738.02
"Dever, Paul A. Elementary School",2012,1,9995.71
"Dever, Paul A. Elementary School",2017,7,8594.38
"Dever, Paul A. Elementary School",2015,6,38345.85
"Dever, Paul A. Elementary School",2016,2,5980
"Dever, Paul A. Elementary School",2016,3,42118.07
"Dever, Paul A. Elementary School",2012,5,8176.62
"Dever, Paul A. Elementary School",2016,10,57162.1
"Dever, Paul A. Elementary School",2015,7,61980.82
"Dever, Paul A. Elementary School",2016,4,13532.39
"Dever, Paul A. Elementary School",2012,11,5670.12
"Dever, Paul A. Elementary School",2015,12,305.3
"Dever, Paul A. Elementary School",2013,2,14324.81
"Dever, Paul A. Elementary School",2015,2,7373
"Dever, Paul A. Elementary School",2012,8,67.91
"Dever, Paul A. Elementary School",2015,11,25186.29
"Dever, Paul A. Elementary School",2012,4,58070.3
"Dever, Paul A. Elementary School",2013,5,29386.81
"Dever, Paul A. Elementary School",2014,8,4400.68
"Dever, Paul A. Elementary School",2013,1,21952.7
"Dever, Paul A. Elementary School",2016,6,24034.7
"Dever, Paul A. Elementary School",2012,12,111008
"Dever, Paul A. Elementary School",2015,5,49162.72
"Dever, Paul A. Elementary School",2015,4,6854.81
"Dever, Paul A. Elementary School",2015,3,3256.42
"Dever, Paul A. Elementary School",2012,6,25810.87
"Dever, Paul A. Elementary School",2013,8,85831.8
"Dever, Paul A. Elementary School",2014,7,17205.56
"Dever, Paul A. Elementary School",2016,5,30118.36
"Dever, Paul A. Elementary School",2016,12,8993.46
"Dever, Paul A. Elementary School",2014,6,3595.52
"Dever, Paul A. Elementary School",2017,8,41611.12
"Dever, Paul A. Elementary School",2015,10,138815.78
"Dever, Paul A. Elementary School",2016,9,34329.51
"Dever, Paul A. Elementary School",2013,11,16335.95
"Dever, Paul A. Elementary School",2013,12,4065
"Dever, Paul A. Elementary School",2015,9,10586.41
"Dever, Paul A. Elementary School",2014,12,6894.44
"Dever, Paul A. Elementary School",2014,3,6864.94
"Dever, Paul A. Elementary School",2015,1,27438.52
"Dever, Paul A. Elementary School",2015,8,14122.9
"Dever, Paul A. Elementary School",2013,6,19789.96
"Dever, Paul A. Elementary School",2014,9,11681.16
"Dever, Paul A. Elementary School",2013,10,6832.74
"Dever, Paul A. Elementary School",2014,1,13324.32
"Irving, Washington Middle School",2012,9,8804.78
"Irving, Washington Middle School",2014,4,142173.49
"Irving, Washington Middle School",2013,7,304.99
"Irving, Washington Middle School",2016,11,5053.82
"Irving, Washington Middle School",2013,3,8687
"Irving, Washington Middle School",2014,2,16876.8
"Irving, Washington Middle School",2014,10,25501.92
"Irving, Washington Middle School",2016,1,17800
"Irving, Washington Middle School",2014,11,24790.23
"Irving, Washington Middle School",2012,3,7002.38
"Irving, Washington Middle School",2016,7,660
"Irving, Washington Middle School",2013,4,12623.48
"Irving, Washington Middle School",2012,1,806.8
"Irving, Washington Middle School",2017,7,8768.26
"Irving, Washington Middle School",2015,6,10136.56
"Irving, Washington Middle School",2016,2,1526.62
"Irving, Washington Middle School",2016,3,280
"Irving, Washington Middle School",2012,5,8999.17
"Irving, Washington Middle School",2016,10,6639.75
"Irving, Washington Middle School",2015,7,32851.15
"Irving, Washington Middle School",2016,4,3317.34
"Irving, Washington Middle School",2012,11,5702
"Irving, Washington Middle School",2013,9,5461.24
"Irving, Washington Middle School",2015,12,7232.1
"Irving, Washington Middle School",2013,2,12072.35
"Irving, Washington Middle School",2015,2,5082.36
"Irving, Washington Middle School",2012,8,14223.18
"Irving, Washington Middle School",2015,11,10033.12
"Irving, Washington Middle School",2013,5,11246.9
"Irving, Washington Middle School",2014,8,4519.1
"Irving, Washington Middle School",2013,1,32611.09
"Irving, Washington Middle School",2016,6,10757.25
"Irving, Washington Middle School",2012,12,5626.75
"Irving, Washington Middle School",2014,5,18838.62
"Irving, Washington Middle School",2015,5,6849.92
"Irving, Washington Middle School",2015,4,6405.9
"Irving, Washington Middle School",2015,3,95915.8
"Irving, Washington Middle School",2012,6,2750.87
"Irving, Washington Middle School",2014,7,50136
"Irving, Washington Middle School",2016,5,25420.39
"Irving, Washington Middle School",2016,12,3993.28
"Irving, Washington Middle School",2012,10,20165.94
"Irving, Washington Middle School",2014,6,16554.23
"Irving, Washington Middle School",2017,8,141515.09
"Irving, Washington Middle School",2015,10,7899.93
"Irving, Washington Middle School",2016,9,5108
"Irving, Washington Middle School",2013,11,16665.28
"Irving, Washington Middle School",2013,12,11871
"Irving, Washington Middle School",2015,9,9353.24
"Irving, Washington Middle School",2014,12,64501.51
"Irving, Washington Middle School",2014,3,18120.12
"Irving, Washington Middle School",2015,1,7532.5
"Irving, Washington Middle School",2015,8,969.6
"Irving, Washington Middle School",2012,7,1165.84
"Irving, Washington Middle School",2013,6,24205.5
"Irving, Washington Middle School",2014,9,12472.44
"Irving, Washington Middle School",2013,10,2273.3
"Irving, Washington Middle School",2014,1,88074.33
"Lyon, Mary High School",2012,9,4227.88
"Lyon, Mary High School",2014,4,13250.11
"Lyon, Mary High School",2013,7,12325.61
"Lyon, Mary High School",2016,11,3423.64
"Lyon, Mary High School",2013,3,24402.78
"Lyon, Mary High School",2014,2,1816.18
"Lyon, Mary High School",2014,10,9593.89
"Lyon, Mary High School",2016,8,1617.85
"Lyon, Mary High School",2016,1,12675.47
"Lyon, Mary High School",2014,11,7282.91
"Lyon, Mary High School",2012,3,327.57
"Lyon, Mary High School",2016,7,16888.72
"Lyon, Mary High School",2013,4,5726.4
"Lyon, Mary High School",2012,1,215.78
"Lyon, Mary High School",2017,7,5069.83
"Lyon, Mary High School",2015,6,31845.52
"Lyon, Mary High School",2016,2,4454.02
"Lyon, Mary High School",2016,3,2788.21
"Lyon, Mary High School",2012,5,12761
"Lyon, Mary High School",2016,10,2555
"Lyon, Mary High School",2015,7,64126.69
"Lyon, Mary High School",2016,4,31360.81
"Lyon, Mary High School",2012,11,909.57
"Lyon, Mary High School",2013,9,7306.75
"Lyon, Mary High School",2015,12,873.43
"Lyon, Mary High School",2013,2,38142.66
"Lyon, Mary High School",2012,2,367.55
"Lyon, Mary High School",2015,2,1313
"Lyon, Mary High School",2012,8,2183.1
"Lyon, Mary High School",2015,11,14071.64
"Lyon, Mary High School",2012,4,4427.73
"Lyon, Mary High School",2013,5,86818.53
"Lyon, Mary High School",2014,8,29832.25
"Lyon, Mary High School",2013,1,3494.87
"Lyon, Mary High School",2016,6,15039.2
"Lyon, Mary High School",2012,12,1310.89
"Lyon, Mary High School",2014,5,167.05
"Lyon, Mary High School",2015,5,21380.62
"Lyon, Mary High School",2015,4,3731.96
"Lyon, Mary High School",2015,3,1080.84
"Lyon, Mary High School",2012,6,13221.06
"Lyon, Mary High School",2013,8,785.39
"Lyon, Mary High School",2014,7,23818.7
"Lyon, Mary High School",2016,5,37795.93
"Lyon, Mary High School",2016,12,17365.97
"Lyon, Mary High School",2012,10,4801.95
"Lyon, Mary High School",2014,6,1994.99
"Lyon, Mary High School",2017,8,25167.17
"Lyon, Mary High School",2015,10,2204.2
"Lyon, Mary High School",2016,9,3835.09
"Lyon, Mary High School",2013,11,382.4
"Lyon, Mary High School",2013,12,1249.84
"Lyon, Mary High School",2015,9,6017.66
"Lyon, Mary High School",2014,12,7225.28
"Lyon, Mary High School",2014,3,4668.61
"Lyon, Mary High School",2015,1,16921.68
"Lyon, Mary High School",2015,8,11046.83
"Lyon, Mary High School",2012,7,11706.81
"Lyon, Mary High School",2013,6,30289.58
"Lyon, Mary High School",2014,9,32860.8
"Lyon, Mary High School",2013,10,1065.92
"Lyon, Mary High School",2014,1,3576.17
East Boston Early Education Center,2012,9,8891.8
East Boston Early Education Center,2014,4,2096.96
East Boston Early Education Center,2013,3,14678.97
East Boston Early Education Center,2014,2,5818.63
East Boston Early Education Center,2014,10,2062.17
East Boston Early Education Center,2014,11,2197.56
East Boston Early Education Center,2012,3,6726.57
East Boston Early Education Center,2013,4,888.25
East Boston Early Education Center,2012,1,5636.03
East Boston Early Education Center,2017,7,572.7
East Boston Early Education Center,2015,6,10262.72
East Boston Early Education Center,2016,3,1964.82
East Boston Early Education Center,2012,5,8350.45
East Boston Early Education Center,2015,7,23943.91
East Boston Early Education Center,2016,4,10072.3
East Boston Early Education Center,2012,11,2900.59
East Boston Early Education Center,2015,12,1058.32
East Boston Early Education Center,2013,2,324.57
East Boston Early Education Center,2012,2,9902.73
East Boston Early Education Center,2015,2,79.4
East Boston Early Education Center,2012,8,1146.4
East Boston Early Education Center,2015,11,1334.1
East Boston Early Education Center,2012,4,2300
East Boston Early Education Center,2013,5,6315.49
East Boston Early Education Center,2014,8,2157.59
East Boston Early Education Center,2013,1,2532.08
East Boston Early Education Center,2016,6,8299.85
East Boston Early Education Center,2012,12,1961.51
East Boston Early Education Center,2014,5,5921.39
East Boston Early Education Center,2015,5,576.3
East Boston Early Education Center,2015,4,8756.5
East Boston Early Education Center,2015,3,3561.08
East Boston Early Education Center,2012,6,7022.8
East Boston Early Education Center,2013,8,4901
East Boston Early Education Center,2014,7,16930.6
East Boston Early Education Center,2016,5,11838.33
East Boston Early Education Center,2012,10,2245.78
East Boston Early Education Center,2014,6,14914.07
East Boston Early Education Center,2017,8,420
East Boston Early Education Center,2015,10,31.25
East Boston Early Education Center,2013,11,843.92
East Boston Early Education Center,2013,12,533.73
East Boston Early Education Center,2015,9,2062.5
East Boston Early Education Center,2014,12,5334.52
East Boston Early Education Center,2014,3,8921.03
East Boston Early Education Center,2015,1,3018.26
East Boston Early Education Center,2015,8,1707.67
East Boston Early Education Center,2012,7,8756.96
East Boston Early Education Center,2013,6,9991.72
East Boston Early Education Center,2014,9,4777.95
East Boston Early Education Center,2013,10,612.1
East Boston Early Education Center,2014,1,770.26
Boston Latin School,2012,9,38433.32
Boston Latin School,2014,4,6272.38
Boston Latin School,2013,7,14270.31
Boston Latin School,2016,11,2530.44
Boston Latin School,2013,3,11296.06
Boston Latin School,2014,2,12267.37
Boston Latin School,2014,10,21244.53
Boston Latin School,2016,1,9255.72
Boston Latin School,2014,11,28783.75
Boston Latin School,2012,3,35275.75
Boston Latin School,2016,7,513.18
Boston Latin School,2013,4,3928.2
Boston Latin School,2012,1,22524.08
Boston Latin School,2017,7,1432.5
Boston Latin School,2015,6,17311.7
Boston Latin School,2016,2,6321.4
Boston Latin School,2012,5,37945.36
Boston Latin School,2016,10,25527.15
Boston Latin School,2015,7,31636.59
Boston Latin School,2016,4,6429.6
Boston Latin School,2012,11,9300.72
Boston Latin School,2013,9,44630.08
Boston Latin School,2015,12,14893.5
Boston Latin School,2013,2,4805.33
Boston Latin School,2012,2,15883.32
Boston Latin School,2015,2,21380
Boston Latin School,2015,11,39993.22
Boston Latin School,2012,4,20559.65
Boston Latin School,2013,5,11187.04
Boston Latin School,2014,8,11785.48
Boston Latin School,2013,1,16982
Boston Latin School,2016,6,15628.75
Boston Latin School,2012,12,16176.04
Boston Latin School,2014,5,6063.45
Boston Latin School,2015,5,11318.47
Boston Latin School,2015,4,6783.98
Boston Latin School,2015,3,9220.72
Boston Latin School,2012,6,42173.29
Boston Latin School,2014,7,23292.5
Boston Latin School,2016,5,26578.97
Boston Latin School,2016,12,9921.86
Boston Latin School,2012,10,28447.35
Boston Latin School,2014,6,12555.49
Boston Latin School,2017,8,1906.7
Boston Latin School,2015,10,18350.02
Boston Latin School,2016,9,14029.25
Boston Latin School,2013,11,27583.42
Boston Latin School,2013,12,25926.92
Boston Latin School,2015,9,1751.97
Boston Latin School,2014,12,18732.26
Boston Latin School,2014,3,1416
Boston Latin School,2015,1,20305.76
Boston Latin School,2015,8,6000
Boston Latin School,2013,6,11362
Boston Latin School,2014,9,20708.35
Boston Latin School,2013,10,41338.27
Boston Latin School,2014,1,7513.25
"Otis, James Elementary School",2012,9,20978.05
"Otis, James Elementary School",2014,4,5870.57
"Otis, James Elementary School",2013,7,258.45
"Otis, James Elementary School",2016,11,5664.32
"Otis, James Elementary School",2013,3,7552.73
"Otis, James Elementary School",2014,2,8194.02
"Otis, James Elementary School",2014,10,1638.4
"Otis, James Elementary School",2016,8,160.49
"Otis, James Elementary School",2016,1,5369
"Otis, James Elementary School",2014,11,2063.06
"Otis, James Elementary School",2012,3,13385.78
"Otis, James Elementary School",2016,7,6449.95
"Otis, James Elementary School",2013,4,3415.69
"Otis, James Elementary School",2012,1,8359
"Otis, James Elementary School",2017,7,1149.86
"Otis, James Elementary School",2015,6,560
"Otis, James Elementary School",2016,2,794.99
"Otis, James Elementary School",2016,3,4944.87
"Otis, James Elementary School",2012,5,5343.8
"Otis, James Elementary School",2016,10,10059.44
"Otis, James Elementary School",2015,7,681.45
"Otis, James Elementary School",2016,4,5194.5
"Otis, James Elementary School",2012,11,9466.08
"Otis, James Elementary School",2013,9,4832.97
"Otis, James Elementary School",2015,12,35884.34
"Otis, James Elementary School",2013,2,19782.59
"Otis, James Elementary School",2012,2,6056.48
"Otis, James Elementary School",2015,2,1890.5
"Otis, James Elementary School",2012,8,3647.74
"Otis, James Elementary School",2015,11,4702.64
"Otis, James Elementary School",2012,4,2639.03
"Otis, James Elementary School",2013,5,17200.82
"Otis, James Elementary School",2014,8,9916.59
"Otis, James Elementary School",2013,1,1732.5
"Otis, James Elementary School",2016,6,3644.99
"Otis, James Elementary School",2012,12,2262.44
"Otis, James Elementary School",2014,5,4419.96
"Otis, James Elementary School",2015,5,9405.1
"Otis, James Elementary School",2015,4,3851.5
"Otis, James Elementary School",2015,3,9904.24
"Otis, James Elementary School",2014,7,3000.82
"Otis, James Elementary School",2016,5,5661.09
"Otis, James Elementary School",2016,12,10046.51
"Otis, James Elementary School",2012,10,249.95
"Otis, James Elementary School",2014,6,4779.18
"Otis, James Elementary School",2017,8,80.16
"Otis, James Elementary School",2015,10,1839.78
"Otis, James Elementary School",2016,9,6544.81
"Otis, James Elementary School",2013,11,5531.6
"Otis, James Elementary School",2013,12,3457.5
"Otis, James Elementary School",2014,12,1952.85
"Otis, James Elementary School",2014,3,9698.56
"Otis, James Elementary School",2015,1,7901
"Otis, James Elementary School",2015,8,6473
"Otis, James Elementary School",2012,7,875.42
"Otis, James Elementary School",2013,6,4365.58
"Otis, James Elementary School",2014,9,2709.62
"Otis, James Elementary School",2013,10,21660.75
"Otis, James Elementary School",2014,1,3830.02
Charlestown High School,2012,9,19704.13
Charlestown High School,2014,4,33579.91
Charlestown High School,2013,7,9737.72
Charlestown High School,2016,11,17035.52
Charlestown High School,2013,3,31300.8
Charlestown High School,2014,2,14014.78
Charlestown High School,2014,10,14817.18
Charlestown High School,2016,8,1415.79
Charlestown High School,2016,1,19178.87
Charlestown High School,2014,11,5896.41
Charlestown High School,2012,3,16344.02
Charlestown High School,2016,7,46287.35
Charlestown High School,2013,4,7299.15
Charlestown High School,2012,1,21693.51
Charlestown High School,2017,7,44942.29
Charlestown High School,2015,6,37284.69
Charlestown High School,2016,2,8776.39
Charlestown High School,2016,3,3639.34
Charlestown High School,2012,5,14343.73
Charlestown High School,2016,10,17521.66
Charlestown High School,2015,7,55822.58
Charlestown High School,2016,4,15112.84
Charlestown High School,2012,11,19710.97
Charlestown High School,2013,9,6017.41
Charlestown High School,2015,12,10769.6
Charlestown High School,2013,2,10190.42
Charlestown High School,2012,2,11349.75
Charlestown High School,2015,2,11022.94
Charlestown High School,2012,8,72282.46
Charlestown High School,2015,11,13084.9
Charlestown High School,2012,4,8331.79
Charlestown High School,2013,5,22046.84
Charlestown High School,2014,8,26076.08
Charlestown High School,2013,1,11630.56
Charlestown High School,2016,6,13185.07
Charlestown High School,2012,12,11796.94
Charlestown High School,2014,5,10592.42
Charlestown High School,2015,5,17204.68
Charlestown High School,2015,4,10925.56
Charlestown High School,2015,3,20191.11
Charlestown High School,2012,6,17876.58
Charlestown High School,2013,8,43022.41
Charlestown High School,2014,7,38451.92
Charlestown High School,2016,5,13927.3
Charlestown High School,2016,12,7037.5
Charlestown High School,2012,10,17709.15
Charlestown High School,2014,6,7427.43
Charlestown High School,2017,8,27829.26
Charlestown High School,2015,10,26623.59
Charlestown High School,2016,9,4940.58
Charlestown High School,2013,11,34399.9
Charlestown High School,2013,12,5471.17
Charlestown High School,2015,9,20509.68
Charlestown High School,2014,12,17451.41
Charlestown High School,2014,3,12247.46
Charlestown High School,2015,1,13091.85
Charlestown High School,2015,8,15746.31
Charlestown High School,2012,7,35266.79
Charlestown High School,2013,6,41072.83
Charlestown High School,2014,9,18282.34
Charlestown High School,2013,10,12965.42
Charlestown High School,2014,1,14629.74
"Muniz, Margarita Academy",2014,4,32682.01
"Muniz, Margarita Academy",2016,11,21108.02
"Muniz, Margarita Academy",2013,3,7169.61
"Muniz, Margarita Academy",2014,2,42715.56
"Muniz, Margarita Academy",2014,10,14541.08
"Muniz, Margarita Academy",2016,1,1047.91
"Muniz, Margarita Academy",2014,11,45056.93
"Muniz, Margarita Academy",2016,7,47267.57
"Muniz, Margarita Academy",2013,4,9396.99
"Muniz, Margarita Academy",2017,7,8823.15
"Muniz, Margarita Academy",2015,6,40176.14
"Muniz, Margarita Academy",2016,2,5207.85
"Muniz, Margarita Academy",2016,3,252.33
"Muniz, Margarita Academy",2016,10,10976.92
"Muniz, Margarita Academy",2015,7,4435.39
"Muniz, Margarita Academy",2016,4,16229.48
"Muniz, Margarita Academy",2013,9,53798.32
"Muniz, Margarita Academy",2015,12,4596.74
"Muniz, Margarita Academy",2013,2,5086.9
"Muniz, Margarita Academy",2015,2,5137.7
"Muniz, Margarita Academy",2015,11,37947.05
"Muniz, Margarita Academy",2013,5,28448.79
"Muniz, Margarita Academy",2014,8,11741.99
"Muniz, Margarita Academy",2013,1,3593.21
"Muniz, Margarita Academy",2016,6,2420.86
"Muniz, Margarita Academy",2014,5,6202.4
"Muniz, Margarita Academy",2015,5,3921.25
"Muniz, Margarita Academy",2015,4,5278.97
"Muniz, Margarita Academy",2015,3,8479.76
"Muniz, Margarita Academy",2013,8,7807
"Muniz, Margarita Academy",2014,7,61386.98
"Muniz, Margarita Academy",2016,5,1595
"Muniz, Margarita Academy",2016,12,4060.48
"Muniz, Margarita Academy",2014,6,45927.98
"Muniz, Margarita Academy",2017,8,1916.14
"Muniz, Margarita Academy",2015,10,25936.97
"Muniz, Margarita Academy",2016,9,14919.99
"Muniz, Margarita Academy",2013,11,23090.6
"Muniz, Margarita Academy",2013,12,17278.16
"Muniz, Margarita Academy",2015,9,5783.87
"Muniz, Margarita Academy",2014,12,6936.74
"Muniz, Margarita Academy",2014,3,21194.92
"Muniz, Margarita Academy",2015,1,4225.62
"Muniz, Margarita Academy",2015,8,3666.4
"Muniz, Margarita Academy",2013,6,33943.69
"Muniz, Margarita Academy",2014,9,9223.79
"Muniz, Margarita Academy",2013,10,5746
"Muniz, Margarita Academy",2014,1,1593.19
"Everett, Edwards Elementary School",2012,9,1525.44
"Everett, Edwards Elementary School",2014,4,2244.12
"Everett, Edwards Elementary School",2013,7,2368.7
"Everett, Edwards Elementary School",2016,11,2255.24
"Everett, Edwards Elementary School",2013,3,622.7
"Everett, Edwards Elementary School",2014,2,2880.15
"Everett, Edwards Elementary School",2014,10,1310.44
"Everett, Edwards Elementary School",2016,1,172
"Everett, Edwards Elementary School",2014,11,4192
"Everett, Edwards Elementary School",2012,3,2466.83
"Everett, Edwards Elementary School",2013,4,6385.12
"Everett, Edwards Elementary School",2012,1,5939.16
"Everett, Edwards Elementary School",2017,7,3046.2
"Everett, Edwards Elementary School",2015,6,1476.67
"Everett, Edwards Elementary School",2016,3,2276
"Everett, Edwards Elementary School",2012,5,1910.37
"Everett, Edwards Elementary School",2016,10,9686.22
"Everett, Edwards Elementary School",2015,7,807.68
"Everett, Edwards Elementary School",2016,4,3196.41
"Everett, Edwards Elementary School",2012,11,7463.22
"Everett, Edwards Elementary School",2013,9,337.4
"Everett, Edwards Elementary School",2015,12,1357.56
"Everett, Edwards Elementary School",2013,2,9058.9
"Everett, Edwards Elementary School",2012,2,6362.24
"Everett, Edwards Elementary School",2015,2,1152.3
"Everett, Edwards Elementary School",2012,8,688.1
"Everett, Edwards Elementary School",2015,11,3277.37
"Everett, Edwards Elementary School",2012,4,7445.11
"Everett, Edwards Elementary School",2013,5,259.7
"Everett, Edwards Elementary School",2014,8,2300
"Everett, Edwards Elementary School",2013,1,8233.8
"Everett, Edwards Elementary School",2016,6,5864.3
"Everett, Edwards Elementary School",2012,12,848.35
"Everett, Edwards Elementary School",2014,5,4271.04
"Everett, Edwards Elementary School",2015,5,3169.18
"Everett, Edwards Elementary School",2015,4,1776.38
"Everett, Edwards Elementary School",2015,3,678.53
"Everett, Edwards Elementary School",2012,6,8226.6
"Everett, Edwards Elementary School",2014,7,10762.26
"Everett, Edwards Elementary School",2016,5,3504.18
"Everett, Edwards Elementary School",2016,12,1038.5
"Everett, Edwards Elementary School",2012,10,240.93
"Everett, Edwards Elementary School",2017,8,6385.37
"Everett, Edwards Elementary School",2015,10,5577.1
"Everett, Edwards Elementary School",2016,9,2367
"Everett, Edwards Elementary School",2013,11,1626.8
"Everett, Edwards Elementary School",2015,9,1052.31
"Everett, Edwards Elementary School",2014,12,4492.59
"Everett, Edwards Elementary School",2014,3,1610.56
"Everett, Edwards Elementary School",2015,1,3617.55
"Everett, Edwards Elementary School",2015,8,227.04
"Everett, Edwards Elementary School",2012,7,551.36
"Everett, Edwards Elementary School",2013,6,831.04
"Everett, Edwards Elementary School",2014,9,7987.72
"Everett, Edwards Elementary School",2013,10,1544.18
"Everett, Edwards Elementary School",2014,1,1669.12
"English High, The",2012,9,17627.23
"English High, The",2014,4,8563.44
"English High, The",2013,7,71815.54
"English High, The",2016,11,4591.12
"English High, The",2013,3,21.58
"English High, The",2014,2,5181.24
"English High, The",2014,10,109791.3
"English High, The",2016,8,252.97
"English High, The",2016,1,59.12
"English High, The",2014,11,125769.03
"English High, The",2012,3,65909.97
"English High, The",2016,7,119348.05
"English High, The",2013,4,310.7
"English High, The",2012,1,72623.46
"English High, The",2017,7,82903.72
"English High, The",2015,6,9473.12
"English High, The",2016,2,2692.91
"English High, The",2016,3,995.46
"English High, The",2012,5,28931.69
"English High, The",2016,10,166.53
"English High, The",2015,7,12400.17
"English High, The",2016,4,5509.6
"English High, The",2012,11,25880.9
"English High, The",2013,9,1966
"English High, The",2015,12,3419.4
"English High, The",2012,2,37547.8
"English High, The",2015,2,7956
"English High, The",2012,8,6698.83
"English High, The",2015,11,13083.93
"English High, The",2012,4,10302.33
"English High, The",2013,5,52707.16
"English High, The",2014,8,29922.96
"English High, The",2013,1,5001.96
"English High, The",2016,6,24082.65
"English High, The",2012,12,98339.86
"English High, The",2014,5,12198.98
"English High, The",2015,5,4327
"English High, The",2015,3,2666.76
"English High, The",2012,6,36992.94
"English High, The",2013,8,14637.73
"English High, The",2014,7,7495.02
"English High, The",2016,5,12332.25
"English High, The",2016,12,2490.34
"English High, The",2012,10,4331
"English High, The",2014,6,930.17
"English High, The",2017,8,16658.4
"English High, The",2015,10,9676.9
"English High, The",2013,11,60773.9
"English High, The",2013,12,5348.43
"English High, The",2015,9,13315.8
"English High, The",2014,12,1254.16
"English High, The",2014,3,16676.93
"English High, The",2015,8,4422.31
"English High, The",2012,7,42651.71
"English High, The",2013,6,16662.92
"English High, The",2014,9,20731.28
"English High, The",2013,10,29953.1
"English High, The",2014,1,14136.62
Jackson/Mann K-8,2012,9,5661.46
Jackson/Mann K-8,2014,4,4038.12
Jackson/Mann K-8,2016,11,3925
Jackson/Mann K-8,2013,3,4816.15
Jackson/Mann K-8,2014,2,1217.5
Jackson/Mann K-8,2014,10,1179.75
Jackson/Mann K-8,2016,1,7683.54
Jackson/Mann K-8,2012,3,5652.82
Jackson/Mann K-8,2016,7,9729.51
Jackson/Mann K-8,2013,4,21200
Jackson/Mann K-8,2012,1,670.87
Jackson/Mann K-8,2017,7,32382.7
Jackson/Mann K-8,2015,6,4875.71
Jackson/Mann K-8,2016,2,8221.54
Jackson/Mann K-8,2016,3,906
Jackson/Mann K-8,2012,5,12814.59
Jackson/Mann K-8,2016,10,11245.16
Jackson/Mann K-8,2015,7,12218.55
Jackson/Mann K-8,2016,4,18637.26
Jackson/Mann K-8,2012,11,8610.64
Jackson/Mann K-8,2015,12,3593.96
Jackson/Mann K-8,2013,2,2453.03
Jackson/Mann K-8,2012,2,7500
Jackson/Mann K-8,2012,8,660
Jackson/Mann K-8,2015,11,3986.42
Jackson/Mann K-8,2012,4,2872
Jackson/Mann K-8,2013,5,6319.4
Jackson/Mann K-8,2016,6,26344.72
Jackson/Mann K-8,2014,5,2152.2
Jackson/Mann K-8,2015,5,4826.98
Jackson/Mann K-8,2015,4,20000
Jackson/Mann K-8,2015,3,2809.52
Jackson/Mann K-8,2012,6,5432
Jackson/Mann K-8,2013,8,10471.68
Jackson/Mann K-8,2014,7,13709.1
Jackson/Mann K-8,2016,5,7028.01
Jackson/Mann K-8,2016,12,10151.2
Jackson/Mann K-8,2012,10,1623.32
Jackson/Mann K-8,2014,6,8207.41
Jackson/Mann K-8,2017,8,9044.17
Jackson/Mann K-8,2015,10,5070.14
Jackson/Mann K-8,2016,9,499.3
Jackson/Mann K-8,2013,12,3682.38
Jackson/Mann K-8,2015,9,15072.77
Jackson/Mann K-8,2014,12,1869.6
Jackson/Mann K-8,2014,3,686.25
Jackson/Mann K-8,2015,1,7774.98
Jackson/Mann K-8,2015,8,13981.02
Jackson/Mann K-8,2012,7,360.3
Jackson/Mann K-8,2013,6,3124.67
Jackson/Mann K-8,2014,9,4276.81
Jackson/Mann K-8,2013,10,3312.55
